job_title,company_name,url,description
Mid Level Software Engineer with verification,WooliesX,https://www.linkedin.com/jobs/view/3970583611,"About the jobAs a business inside one of Australia's largest retailers, WooliesX aims to bring the best of Woolworths Group to our customers.We're an innovation business that brings together the brightest minds in e-commerce, technology, media, and data to transform how people live and shop. With an industry-leading technology team backed by analytics, we're resourceful and willing to experiment. Our agile teams are empowered to innovate and deliver an excellent experience for our customers - whether they shop in-store or online.Software EngineerJoin a customer-obsessed technology business at the heart of Australia’s largest retailerCareer defining Greenfield project and hugh growth on offerSurry Hills based with hybrid and remote workingWelcome to WooliesXAs a business inside one of Australia's largest retailers, WooliesX aims to bring the best of Woolworths Group to our customers.We're an innovation business that brings together the brightest minds in e-commerce, technology, media, and data to transform how people live and shop. With an industry-leading technology team backed by analytics, we're resourceful and willing to experiment. Our agile teams are empowered to innovate and deliver an excellent experience for our customers - whether they shop in-store or online.What You’ll DoDevelop high quality, scalable and performant solutions.Work collaboratively with Product Owners, BAs, QAs and other engineers.Participate in the technical delivery of the squad, from designing solutions to deploying them and ensuring correct operation.Strong experience in modern engineering practices and disciplines.Good understanding of Agile & Lean delivery principles. Provide input to team processes.What You’ll BringYou'll be a willing team player that contributes to the success of the team with 10+ years of software development experience, including 8+ years of front end development experience.Minimum of 3 years experience with: .NET skills including C#, ASP.NET MVC, WebAPI and Entity FrameworkDemonstrable experience in Unit Testing Principles and REST APIsUnderstanding of NoSQL databases (MongoDB)Experience with CI/CD, infrastructure as code, DevOps, automation, Strong MS SQL Server and an understanding of web security (OWASP TOP 10, etc.)Highly advantageous azure cloud services, Event driven arch working experienceWhat You’ll ExperienceA progressive and flexible ‘work from anywhere’ policy that gives you more control over your work, life and wellbeingTeam discounts across our range of Woolworths Group brands you know and love and a robust rewards program that celebrates and incentivises purpose-driven workMarket leading Chapter Time, giving you 1 day within the working week to learn whilst you earn!Endless possibilities with Woolworths GroupWe’re a proud part of the Woolworths Group – 200,000+ bright minds, passionate hearts and unique perspectives working together connected by a shared Purpose – ‘to create better experiences together for a better tomorrow.’Here you’ll be supported and empowered to explore new ideas, make brave commitments and innovate better ways to meet the food and everyday needs of more than 24 million customers every week. Backed by a culture of genuine care, a flexible approach to work and the support to grow your career and make a meaningful impact, the possibilities for what we can achieve together are endless.Everyone belongs at Woolworths GroupDiversity, equity, inclusion, and belonging are key to realising our purpose of better together for a better tomorrow. We recognise the value our team’s diversity brings to our business, customers, and communities and that teams with diverse experiences and backgrounds enrich our group and are better able to innovate and solve problems. As one of the largest employers in Australia and New Zealand, we aim to create a truly inclusive workplace where everyone feels that they belong, can be their best selves, and reach their full potential.We encourage all candidates to apply; please let us know in your application if we can support you with any adjustments in the hiring process.You can learn more about working with us onLinkedInor viawww.wowcareers.com.au. #work180.Our Talent Acquisition Team and Hiring Leaders kindly request no unsolicited resumes or approaches from Recruitment Agencies. Woolworths Group is not responsible for any fees related to unsolicited resumes."
It Systems Support Engineer,NextGen HR - WE ARE HIRING!,https://www.linkedin.com/jobs/view/3977525594,"About the jobIT Systems Support EngineerLevel 2 IT SupportWhat is on offer?Career development in a leading MSPPermanent full time position with competitive salary packageExcellent client engagement role & opportunities to upskillEnergetic and positive work culture – where people enjoy their job, have a laugh, and work togetherAbout the CompanyWe are extremely proud to be working closely with an established managed service provider who provide first class IT services for small to medium sized organisations in Australia and New Zealand.Our client provides managed IT solutions, cloud solutions and services, disaster recovery, VOIP phone and network solutions, to over 400 businesses around Australia and are growing at a rapid rate! They are also making quite a name for themselves in niche sectors such as specialist dental, medical and small to medium sized businesses.Due to growth, we are seeking an experiencedLevel 2 IT Support Engineerto join their team! The role is going to be based inCastle Hill, NSW.About the RoleResponsibilitiesProvide Level 2 support for the Managed Services environmentHandle incoming calls, create, manage, follow-up and resolve support requests via ticket-based CRM with a high level of attention to detail whilst providing clients with regular progress updatesDeliver quality, professional remote support to a broad range of clients to resolve IT issues escalated from Level 1 EngineersProvide support to end users who are struggling with both complex and non-complex IT issuesResponsible for regular daily tasks including Backup and DR scheduling and managementDeployment of PCs using SOE technology including desktop refresh & rolloutsUndertake problem management to investigate the root causes of incidents for the proactive prevention of problemsCollaborate with Senior Engineers, Subject Matter Experts and Team Leaders on support issues, escalations and in some ongoing project workWhat you’ll need to succeedMSP experience is aMUSTMinimum 3 years of experience providing Level 2 supportTertiary qualifications in an IT or related disciplineRelevant qualifications or certifications such as– MCSA (Window Server 2012 or 2016), MCSA (Office 365), MCSE, MCPA valid driver’s licenseTechnical Skills & Capabilities Required:Troubleshooting and administering: Ability to resolve and restore broken AD, servers, cloud or networkEnd user troubleshooting, Directory Sync/Azure AD, User Account ManagementConduct client site visits if the issues cannot be resolved remotelyServer infrastructure including: Active Directory, DNS, Windows Servers (various generations), DHCP, Microsoft Exchange & Office365, server monitoring & patchingCloud & Virtualisation: Ability to build & support MS Azure cloud infrastructureNetworking Troubleshooting: Strong knowledge & understanding of IP Troubleshooting, Subnetting, Core understanding of routing, Connectivity issues, Firewall related issues, bridging port accessBack up & Disaster RecoveryIf this sounds like you, APPLY NOW or contact Mikee from NextGen HR 0391190703!"
Level 3 Engineer,Searchability®,https://www.linkedin.com/jobs/view/3977510971,"About the jobL3 Support EngineerSystems Administration, Networking, Cloud, Virtualization, SecurityJoin a renowned IT services company with global clients.Competitive salary up to $120,000.Skills and experience inSystems Administration, Networking, Cloud, Virtualization, Security.To apply, click on the link or email your CV to jack.ford@searchability.com.au or call Jack on 0485 858 848 for more information.WHO ARE WE?We are a renowned IT services company with a strong global presence, located in the CBD, delivering comprehensive IT solutions to a diverse range of clients. Our team of experts is committed to excellence and innovation in technology.WHAT WILL YOU BE DOING?As a L3 IT Engineer, you will be responsible for managing and optimizing our clients' IT systems. Your role will involve systems administration, network management, and implementing cloud and virtualization solutions. You will also ensure the security and reliability of IT infrastructure.WHAT YOU NEED TO HAVE...Extensive experience in systems administration and networking.Proficiency in cloud technologies (AWS, Azure).Strong knowledge of virtualization (VMware, Hyper-V).Understanding of IT security principles.Excellent problem-solving and analytical skills.TO BE CONSIDERED...Please either apply by clicking online or emailing me directly to Jack.Ford@searchability.com.au. For further information, please call me on 0485 858 848. I can make myself available outside of normal working hours to suit from 7am until 10pm. If unavailable, please leave a message, and either myself or one of my colleagues will respond. By applying for this role, you give express consent for us to process and submit (subject to required skills) your application to our client in conjunction with this vacancy only.Key Skills:Systems Administration, Networking, Cloud, Virtualization, Security"
Full Stack Engineer,CoTalent,https://www.linkedin.com/jobs/view/3994807908,"About the jobAbout The CompanyHaving launched in 2022, secured their pre-seed funding and about to secure their Series A...this is an exciting opportunity for a Principal / Senior Engineer to come on board and have a real say in how this Fintech continues to scale.About YouThe ideal candidate is a self-motivated, multi-tasker, and demonstrated team-player. You will be a Senior Engineer responsible for the development of new software products and enhancements to existing products. You should excel in working with large-scale applications and frameworks and have outstanding communication and leadership skills, as well as having an adaptable mindset and know what it takes to work in a fast-paced, start-up environment.Skills2 + years React2 + years NodeExperience working on a cloud platformWrite clean scalable codeHave a start-up mindset and is passionate about building a great product.BenefitsHybrid - Sydney CBD based (2 days in the office)A real say in how things should and can be builtWork with top talent, solving a relevant real-world problemGreenfield workApply now or send your updated resume toGeorgie@CoTalent.com.au"
Level 3 Infrastructure Engineer,Moriah College,https://www.linkedin.com/jobs/view/3978052925,"About the jobMoriah College is a co-educational Early Learning - Year 12 Jewish Day School based in Sydney's Eastern Suburbs. The College has earned an outstanding reputation for academic excellence complimented by dynamic co- and extra-curricular programs.An exciting opportunity has become available for a Level 3 Infrastructure Engineer to join the IT department full time. Providing end user support for Mac and Windows systems in our School. Reporting directly to the Head of IT, this position presents an excellent opportunity for an individual with a strong technical background and a genuine passion for supporting and enhancing the use of technology in an educational environment. The role encompasses assisting students, staff, and parents in utilizing technology effectively, thereby contributing to an improved educational experience for all stakeholders.Key Duties & ResponsibilitiesUser & Group Management:Manage Active DirectoryGoogle WorkspaceOffice365 administration (Teams, Exchange Online, Azure Active Directory, Compliance, Security, SharePoint, Intune for Education)Windows Server ManagementDNSDHCPFile serverPrint serverRADIUSCertificate ServerAutomation tools: ManageEngine Patch Manager, ADManagerHelpdesk: ManageEngine ServiceDesk PlusWindows/MAC End User DeviceManage Windows Endpoint using Intune including app management and customization and work with Mac Admin to support Apple devicesSecurity & Endpoint protectionMalwarebytes and CrowdstrikeImplementing network security policiesIdentifying threats and working on steps to defend against themUpgrade agent on regular intervalEmail securityIn-depth knowledge of email security (DKIM, SPF, DMARC). Knowledge of Barracuda Email Security Gateway is highly desirable)Firewall/Wireless/Campus networkingIn-depth knowledge of IP addressing, VLAN, HP campus switch configuration & management, routing, Firewall rules and Wireless AP managementVmware/NetAppMaintain ESXI hosts and vCenter, deploy VMs and raise support request with vendors if requiredCohesity DR/BackupManage DR, Backup and restore as per requirement (Training will be provided)TelephonyWorking knowledge of Avaya telephony system and work with service providerHelpdeskRespond to and resolve help desk requestsInteract with the help desk and other teams to assist in troubleshooting, identify root cause, and provide technical support when neededProblem solvingDiagnosing and resolving hardware, software, application, networking and system issues when they arise.Selection CriteriaExperience working with students in support and/or teaching capacityPrevious experience as a Level 3 EngineerExceptional customer service and communication skillsAbility to be pro-active in improving processes and posses a ‘can-do’ attitudeDemonstrated previous experience infrastructure and customer service roleHave a proven ability to manage infrastructure projectsAbility to work independently and within a team environmentSkilled at problem-solving, being able to identify/resolve issues in a timely mannerAbility to work autonomously as well as part of a teamExcellent time management and organisation skillsContinuous improvement mindset; always looking for opportunities for enhancement of processes or procedures.Why choose Moriah College?Salary above the Multi-Enterprise Agreement levelExcellent professional growth and development opportunitiesAdditional leave for Jewish High Holy DaysStaff wellbeing program including EAP support, annual flu shots, salary sacrificing opportunitiesDiscounted school fees (where applicable)Convenient location, a short walk from Bondi Junction bus and train terminalApplication ProcessTo apply for this position, you will need to be an Australian Citizen/Resident/have a current Australian Work Visa.In your application, please include a cover letter and your CV.Referees will be requested during interview stage.Any offer of employment will be subject to background checks and child protection screening.Only shortlisted candidates will be contacted. Applications without a cover letter will not be considered.Appointment may be made prior to expiry of this advert.We are not accepting applicants from Agencies without express request.Moriah College provides a dynamic working environment where staff are valued, and students are committed to learning. All appointments will be based on merit selection without reference to the religion of applicants. An empathy with the Modern Orthodox Jewish Day School ethos is essential."
Quality Engineer (12-month contract) with verification,Saluda Medical,https://www.linkedin.com/jobs/view/3989423999,"About the jobAbout Saluda MedicalSaluda Medical was founded in 2013 for the purpose of transforming patients’ lives with disruptive neuromodulation solutions. We are leaders in the field with proven exceptional pain management results and, with more than 10 years of advanced research development and clinical experience, we design and develop advanced neuromodulation systems for the next generation of implantable stimulation devices.What We’re Looking For...As a Quality Engineer, you will play a crucial role in ensuring that our designs adhere to the Quality Management System and design control standards. You’ll oversee the completion of necessary outputs and implement effective quality controls and production-related systems in our manufacturing facilities. Additionally, you’ll ensure that our products meet regulatory requirements, align with customer expectations, and adhere to industry standards.Your role will include:Lead and participate in Operations Quality Projects.Support development, implementation, and maintenance of Design Verification & Validation (V&V) methodologies and best practices to impact product launch timelines, improve implementation of design enhancements, and reduce the number of design iterations.Work with product design/development teams and manufacturing operations to translate design requirements into manufacturing requirements to increase manufacturability, reduce scrap, and improve operational efficiencies.Collaborate with the product development team to ensure regulatory compliance for design control and risk management in each product design and development project.Support cross-functional teams to implement risk assessment and risk management processes.Support DMR and DHF compliance assessments to ensure quality and regulatory requirements are successfully implemented and maintained.Review and approve product design related protocols and reports on behalf of quality and regulatory to support regulatory submissions.Provide guidance on good quality documentation to ensure clear, concise, and comprehensible submissions.Develop test methods/procedures to support QC inspection activities using metrology equipment.Develop and maintain Manufacturing Quality Plans for quality and control to ensure manufacturing process and product conformance.Ensure prompt investigation and action and escalate quality issues based on appropriate analysis.Initiate NCR and CAPA investigation and take actions as required including driving engineering change order to completion.About you:A bachelor’s degree or higher in Materials Science, Electrical Engineering, Mechanical Engineering, Biomedical Engineering, or related discipline.A keen understanding of the requirements of ISO 13485:2016 and/or 21CFR 820.5+ years’ experience in a similar Quality Engineer role.Experience in gage repeatability and reproducibility.Experience in Process Validation.Experience in metrology equipment (preferably vision system).Critical thinker with High-level analytical and problem-solving skills.Advanced written and verbal communication skills. Ability to produce reports & presentations to a professional standard.Proven self-starter/able to take initiative.Detailed oriented.Good time-management skills.Great interpersonal skills.Ability to work in a team and with minimum supervision.Knowledge of medical device regulatory requirements.Experience in the medical device industry or similar.It’s not essential, but nice if you have:LEAN manufacturing training.Six Sigma training.Experienced in process validation.Product lifecycle management system development.At Saluda, we challenge boundaries. We innovate and think beyond the conventional. We disrupt.Are you Ready to Join? If you would like to be part of our team developing the world's next generation of implantable device technology, contribute to making an impact on patient care, then this is the opportunity for you! Please APPLY NOW!Applications will only be considered from candidates with the appropriate approval to work in Australia. Unfortunately, we cannot consider applicants who are on a Working Holiday Visa (WHV), as no visa or sponsorship is available for this role. All eligible candidates are invited to apply. We respectfully ask for no agency approaches."
System Engineer with verification,Hays,https://www.linkedin.com/jobs/view/3972828664,"About the jobYour new companyA large government agency is looking for a System Engineer who is experienced in Windows/Microsoft technologies. This is a 12-month contract position.Your new roleDemonstrated experience in server technologies e.g. Blades/Chassis, Virtualisation, Operating Systems, specifically Windows Operating Systems and Linux;• Demonstrated experience in migrating applications from legacy platforms to new platforms – hardware and operating systems;• Demonstrated experience to be able to coordinate amongst several operational and applications teams to implement a solution;• Demonstrated technical knowledge of Microsoft physical and virtual standard operating environments sufficient to support upgrades across a diverse range of applications and business users;• Demonstrated high level of drive, determination and organization skills in overcoming project obstacles to meet targets;• Knowledge of Cloud technologies specifically in relation of Virtualisation and databases;• Knowledge of IT-as-a-Service model including Platform-as-a-Service within large organisations;• Knowledge of Storage (SAN, NAS and backup) Technologies;• Knowledge of Networking technologies – LAN and WAN;• Knowledge of data centre installations e.g. racking, cabling, etc.• Experience configuring Hyper-Converged Infrastructure (HCI) using VMWare technologies (vSAN) as the target environment from legacy operating environments.• Experience in the migration of Virtual Machines from private to secure public cloud service providers as a target solution platform.• Demonstrated experience and knowledge of Microsoft, Oracle, IBM, VMWare, Linux, JBoss products, services and technology solution environments including in house and cloud offerings.What you need to do nowIf you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now.If this job isn't quite right for you, but you are looking for a new position, please contact us for a confidential discussion on your career."
Senior Automation Engineer,Tech Aalto,https://www.linkedin.com/jobs/view/3984408549,"About the jobRole:Senior Automation Engineer - Banking and Payment SystemsLocation: SydneyRole Type: ContractCORE RESPONSIBILITIES:Customize existing Automation Framework and Automation test assets like Regression Scripts w.r.t. UI and API to ensure desired level of quality and test coverage.Contribute to the estimates on the Automation test Script creation and Execution efforts for various features and new initiatives.Collaborate closely within your scrum team to find the best Automation approach and promote best test engineering practices in the Testing processAdhere to the Automation coverage process through effective mapping of test cases & scripts in JIRAApply best test engineering practice, and supporting tools and technologies to specific features and projectsImplement innovative ideas w.r.t. reducing the repetitive works using creating the reusable tools and artefactsWork Closely with DevOps Team for maintaining the CICD Pipeline which is explicitly configured for Automation ExecutionEffectively Analyse the Requirements and Define Testcases, Testdata and Environment Setup and Automation approach.Work on Squad Project Deliveries related to ATM , Connex, Batch ProcessingEssential Technical Skills:Automation frameworks like Lean FT, Cucumber, Winapp Driver, Playwright.Sound programming & troubleshooting experience in one of the following programming language C# or Java or Scala or python.Experience in Banking – Payment’s domains.Experience in Transaction Processing, Merchant Acquiring/Issuing, Batch Processing.Good understanding of ISO8583/ISO20022/AS2805 message formats.Demonstrated Experience testing and performing L3 Scheme Certifications on ATM/POS hardware devices.Knowledge of Banking Switches like Connex on HP, Base24 or similar is highly desired.Experience in Master Card, VISA, Union Pay, UL Brand Test Tools/simulators.Knowledge of JIRA, confluence is a must.Strong experience in any databases (Oracle is preferred) and solid ANSI SQL experience.Good knowledge of SDLC and what it entails is a must.Proficiency in Java is desired.Software engineering or equivalent IT degree"
QA Engineer - remote across ANZ with verification,Canva,https://www.linkedin.com/jobs/view/3984754491,"About the jobJoin The Team Redefining How The World Experiences Design.Hey, g'day, mabuhay, kia ora,你好, hallo, vítejte!Thanks for stopping by. We know job hunting can be a little time consuming and you're probably keen to find out what's on offer, so we'll get straight to the point.Where And How You Can WorkOur flagship campus is in Sydney. We also have a campus in Melbourne and co-working spaces in Brisbane, Perth and Adelaide. But you have choice in where and how you work. That means if you want to do your thing in the office (if you're near one), at home or a bit of both, it's up to you.What You’d Be Doing In This RoleAs Canva scales change continues to be part of our DNA. But we like to think that's all part of the fun. So this will give you the flavour of the type of things you'll be working on when you start, but this will likely evolve.About The RoleQA Engineers’ mission at Canva is to ensure that the team they’re working with are always thinking about quality while working on their big goals. We believe quality is something that should be checked continuously throughout the process, not just at the end.QA engineers at Canva are embedded in a product group, generally with multiple teams, and work closely with product managers, designers and software engineers to ensure that we're delivering an exceptional experience to all our users. Some of the day to day tasks are improving or setting up different quality activities during the development cycle, using data to prioritise and advocate for issues, working with engineers to write unit, integration, and end to end tests, and identifying risks with product releases.You'll love this job ifYou have experience working with feature teams and defining the QA process for your team. This may involve looking at the current development process for each team, identifying opportunities for injecting quality, and advocating for process changes to improve product quality.You have experience testing Mobile apps for iOS and Android.You have experience coaching/guiding team members with testing best practices.You have experience working with engineers and have a solid understanding of rich/complex UIs.It will be helpful to have FE and Mobile test automation experience.You have a good understanding of what needs to be included in unit, integration, and end-to-end tests and can coach engineers on what needs to be automated.You are meticulous in your work and passionate about testing. You consider every possible scenario during exploratory testing and can spot bugs that others might not notice.You are a problem solver who is passionate about solving different types of bugs. You are comfortable with using various tools to find out the root causes of issues and have worked with Jira (or other bug reporting tool) to communicate bugs effectively with engineers, PMs, and designers.What's in it for you?Achieving our crazy big goals motivates us to work hard - and we do - but you'll experience lots of moments of magic, connectivity and fun woven throughout life at Canva, too. We also offer a stack of benefits to set you up for every success in and outside of work.Here's a Taste Of What's On OfferEquity packages - we want our success to be yours tooInclusive parental leave policy that supports all parents & carersAn annual Vibe & Thrive allowance to support your wellbeing, social connection, office setup & moreFlexible leave options that empower you to be a force for good, take time to recharge and supports you personallyCheck out lifeatcanva.com for more info.Other Stuff To KnowWe make hiring decisions based on your experience, skills and passion, as well as how you can enhance Canva and our culture. When you apply, please tell us the pronouns you use and any reasonable adjustments you may need during the interview process.Please note that interviews are conducted virtually."
Control System Engineer,Paragon Talent Solutions,https://www.linkedin.com/jobs/view/3995194896,"About the jobControl Systems EngineerParagon Talent Solutions, a specialist Electrical, Instrumentation and Control Systems recruitment organisation has been engaged to assist a global organisation who manufacture, design and deliver electrical and automation solutions to a broad client base. They have a new unique opportunity available for a Control Systems Engineer who has a strong background in IT networking. This is an initial 12 month contract position and the successful candidate will have flexibility to work from home, in our clients office and on site when SAT and commissioning takes place.The PositionAs a Control Systems Engineer, you will be responsible for:Functional design of control systems across a range of projects and industriesDeveloping new PLC, SCADA and HMI systems as well as maintaining current ones for client sitesEnsure that real-time data is available and that control mechanisms are operating effectively and efficiently for use by system operations and network developmentIntegrating systems into clients IT network infrastructureResponsible for configuration, acceptance testing, commissioning etc in the fieldWork closely with new and existing clients to understand their requirements and develop solutions to fit their needsFrom time to time, you may be required to carry out Project Management tasks including time and budget/financial managementStakeholder engagementThis is an exciting period for my client who are currently very busy and is in high demand from their customers. This position would suit a Control Systems Engineer who is happy carrying out the full project lifecycle as well as having plenty of client engagement. The successful candidate will be very competent with SCADA and PLC technologies and will be very familiar with Rockwell, Siemens and/or Schneider products. You will also need to be IT savvy as you will be required to carry out networking between clients networks and SCADA systems. A very competitive salary is available (depending on experience) for the successful candidate.Your ExperienceTo be considered for these positions, you will possess:High level competence with SCADA and PLC technologiesFull project lifecycle capabilitiesIT networking capabilitiesServer and firewall experience would be beneficial but not essentialSolid experience of maintaining and troubleshooting systemsThe ability to collaborate with personnel at all levelsA degree or diploma in Computer Sciences, Computing, Electronics, Electrical engineering or similarExcellent verbal and written communication skillsWe are interviewing immediately for these positions, if you are interested in applying, please send your CV toCallum Readby clicking on the “APPLYNOW”button."
Senior Mechanical Engineer,RHL Recruitment Australia,https://www.linkedin.com/jobs/view/3974896733,"About the jobSenior Mechanical EngineerSydney basedHybrid workingExcellent salary, package and bonusAre you looking for a Senior Mechanical Engineering role, based in Sydney? Do you have experience working within a complex physical product environment, where you’ve been able to use your highly developed practical and creative thinking skills to solve complex problems? Our client is a global innovator of highly complex medical/health care devices, looking for a Senior Mechanical Engineer with experience in product development and testing for high volume manufacture, ideally in medical devices or other highly regulated industry.About the CompanyA publicly listed ASX200 company that develops, manufactures and commercialises a range of unique health care related solutions for an international client base. Recent investment has seen them expand into a larger facility where there has been an opportunity to invest in the working environment with new plant, equipment and technologies.About the RoleThis is a unique opportunity to work with a collaborative team developing products from concept through to manufacture.• Participate in the generation of new product and system design specifications• Develop and implement ideas into CAD models using 3D CAD• Conceptualise and develop complex mechanisms and integrate electronic components and systems into products• Perform mechanical product research and testing in a laboratory environment• Produce prototypes of test fixtures to compliment the testing process• Assist in migration of theoretical data to develop real world components• Liaise with external contractors, including suppliers and tool makers• Produce design-related documentation to meet medical device requirements e.g. ISO13485• Work with the manufacturing team to improve product quality, reliability and manufacturability• Ability and willingness to occasionally travel overseas on behalf of the departmentAbout YouBachelor’s degree in mechanical engineering, industrial design, product design or related field5+ years’ mechanical engineering experience with a least 2 years in a similar roleKnowledge in some or all the following design areas: injection moulding, LSR moulding, compression moulding, blow moulding, extrusion both rubber and metal, sheet metal, metal casting and different rapid prototyping methodsHighly creative with strong problem-solving skills3D CAD design skills with common CAD software packagesExcellent written communication and documentation skillsExperience in working at OEM site overseas (New Product Introduction) is desirableBenefitsFull time opportunity with long term career development opportunitiesEasily accessible location with ample employee onsite parkingNumerous employee wellbeing benefitsN.B. You must hold full and ongoing working rights to work in Australia to be considered for this role."
Application Development Engineer (ADE) - Backend,Arista Networks,https://www.linkedin.com/jobs/view/3974894547,"About the jobArista Networksis an industry leader in data-driven, client to cloud networking for large data center, campus and routing environments. Ourswitchsystems have touched every corner of the market - from the data centers of the world’s largest cloud-computing companies to your local university’s server room, and every application in between. We design virtually all the hardware and software that goes into our products and it’s a badge we wear proudly. This wouldn’t be possible without the likes of talented engineers who are given the opportunity to fully lead their own projects and the freedom to think outside the box.Job DescriptionArista Networks is looking for a Software Developer to build and implement software tools and Machine Learning models. The ADE will work with other Developers throughout the software development life cycle.The role necessitates Team Player abilities with a keen eye for detail and problem-solving skills.If you also have experience in Agile frameworks and popular backend coding languages (python, golang), we’d like to meet you.The goal will be to build efficient programs and systems that serve user needs.QualificationsResponsibilities:● Create software to address specific customer needs.● Create software for internal use.● Rapidly create proof of concept projects.● Work on open source development projects.● Provide technical support for products developed by the TAC Tools● Continued training to maintain expertise.● Excellent written skills.● Regularly exercises discretion and independent judgment.● Maintain professional relationships with teammates, partners and clients.● Produce clean, efficient code based on specifications● Integrate software components and third-party programs● Verify and deploy programs and systems● Troubleshoot, debug and upgrade the existing systems● Recommend and execute improvements● Create technical documentation for reference and reportingRequirements:● Bachelor’s Degree in Computer Science from a four year college or university or relatedexperience and/or training; or equivalent combination of education and experience.● 4 to 5 years experienced● Attention to detail● Background in Linux, Unix, Golang (compulsory) and Python or C/C++● Understanding of complete backend workflow for web apps● Experience building third party software integration and API’s● Release engineering skills (pip, rpm, deb, rvm)● Experience with CI platforms (Jenkins)● Working Experience in relational databases (MariaDB, Postgres)● Familiarity with Agile software development methodology● Creative thinker and team player● Should be ready to adopt new technologies● Excellent communication skills● Resourcefulness and troubleshooting aptitudeNice to Have:● Working experience in docker and K8s deployments● Working Experience in AWS/GCP● Working experience with Network technologiesAdditional InformationAll your information will be kept confidential according to EEO guidelines. All applicants must have valid working rights for Australia."
Sales Engineer with verification,HiBob,https://www.linkedin.com/jobs/view/4000373214,"About the jobDescriptionAbout UsHiBob helps modern, mid-size businesses transform the way they manage people, giving HR and managers all they need to connect, engage, develop, and retain top talent. Since 2015, we’ve achieved consecutive triple-digit year-over-year growth, all backed by our amazing team of Bobbers from across the globe, making us the choice HRIS of over 3500 midsize and multinational companies.Our HR platform is intuitive, data-driven, and built for the way people work today: globally, remotely, and collaboratively. Fast-growing companies across the globe such as Monzo, Happy Socks, Fiverr, and VaynerMedia rely upon Bob to help them create the best work experiences for their people.Come and be you with usBeing a Bobber is all about being you. We want you to bring all parts of yourself to work, giving you the freedom and confidence to be the best you and do your best work. If that’s bubbly, shy, precise, funny, bold, kind, honest, brilliant, or anything in between, we’re waiting with open arms. Come join us.What will you do?We're looking for a tech-savvy Sales Engineer to assist with the selling of an exciting and differentiated SaaS-based human resources platform. Our ideal candidate possesses extensive knowledge of the HR industry, workflows, processes, and the ability to communicate the differentiated value of our platform. In the SE role, you will be working closely as part of the sales organisation with our Account Executives providing your technical expertise as required to fit the clients' needs.Prepare and develop technical demonstrations of our software in order to explain our company's products or services to customersDiscuss and invoke conversation around needs and pains in the HR tech space with customersCollaborate with sales teams to understand customer requirements and provide sales support both before and during callsListen to potential customers' technical requirements and needs and relay this feedback/information back to the product for developmentSolicit and log client feedback and evaluate the data to create new sales and marketing strategies to target customersAssist in training members of the sales team on the technical aspects of the company's products and servicesRequirementsWhat you should have:Requirements are often considered a measure of how equipped you are to do the job, but sometimes, they aren’t the only factor. If you don’t have nearly enough experience, or not all the skills, we’d still like to hear from you. This could be the perfect fit for you and us.4+ years of strong pre-sales / solution consulting / sales engineering experience within a B2B technology SaaS environmentStrong communication, interpersonal, customer service, and sales skillsHas the ability to relay technical information to non-technical customersExcellent technical and problem-solving skillsA passion for winning, with a team player mentalityResourceful and motivated to succeedJoin our villageBenefitsHiBob is a village filled with amazing people and we’re especially proud of that. It’s a place where Bobbers can be themselves. We’re about fun, dreams, hopes and ambition just as much as we are about precision, growth, and top performance. Becoming a Bobber means you’ll receive competitive compensation, benefits, and pre-IPO equity alongside all of this:Company share options planPension scheme from day 1Hybrid working model (Sydney-based bobbers)Work from home allowance - to get your home office set up!We love birthdays - take the day off and receive a special gift2 Social Impact days per year for volunteeringAnnual Headspace subscription and wellness benefitsAwesome employee referral program- $2,500 for each successful referral with an additional ambassador programmeTemporary remote work from anywhere in the world for up to 2 months (after 6 months of employment)Fun company and team social events (locally and virtually with our global teams)If this sounds like something you’ve been looking for, we’d love to have you. Come on, join our village!We have a beautiful office located in Sydney, Australia ."
